Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,HomeElo,AwayElo,Form3Home,Form3Away,Form5Home,Form5Away
2324,2024-02-17,FSV Mainz 05,FC Augsburg,1,0,H,19.0,10.0,4.0,4.0,7.0,7.0,3.0,2.0,0.0,1.0,2.0,3.5,3.8,2.03,3.66,3.72,1612.57,1614.76,1.0,2.0,2.0,5.0
2324,2024-02-17,VfL Wolfsburg,Borussia Dortmund,1,1,D,9.0,12.0,4.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0,3.2,3.8,2.1,3.32,3.79,2.13,1659.84,1854.05,2.0,7.0,4.0,13.0
2324,2024-02-18,SC Freiburg,Eintracht Frankfurt,3,3,D,13.0,10.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2.3,3.4,3.1,2.33,3.38,3.24,1688.15,1700.96,0.0,4.0,4.0,8.0
2324,2024-02-18,VfL Bochum,Bayern Munich,3,2,H,14.0,26.0,5.0,10.0,4.0,9.0,2.0,4.0,0.0,1.0,8.0,5.75,1.33,8.13,5.93,1.34,1620.58,1933.4,2.0,6.0,6.0,9.0
2324,2024-02-23,Bayer Leverkusen,FSV Mainz 05,2,1,H,18.0,13.0,7.0,4.0,11.0,2.0,3.0,5.0,0.0,1.0,1.22,6.5,13.0,1.26,6.53,12.14,1878.68,1612.57,9.0,4.0,13.0,4.0
2324,2024-02-24,Bayern Munich,RB Leipzig,2,1,H,16.0,11.0,4.0,5.0,6.0,4.0,3.0,3.0,0.0,0.0,1.67,4.33,4.5,1.7,4.4,4.53,1933.4,1803.68,3.0,7.0,9.0,7.0
2324,2024-02-24,Werder Bremen,SV Darmstadt 98,1,1,D,13.0,11.0,4.0,3.0,4.0,6.0,3.0,4.0,0.0,0.0,1.65,4.2,5.0,1.69,3.94,5.22,1640.11,1530.86,6.0,1.0,12.0,2.0
2324,2024-02-24,Union Berlin,1. FC Heidenheim,2,2,D,12.0,9.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,3.5,3.75,2.04,3.49,3.89,1656.84,1614.53,7.0,4.0,10.0,6.0
2324,2024-02-24,VfB Stuttgart,1. FC Koln,1,1,D,13.0,12.0,5.0,6.0,9.0,4.0,1.0,0.0,0.0,0.0,1.3,5.25,10.0,1.32,5.75,9.52,1736.34,1622.02,9.0,4.0,12.0,5.0
2324,2024-02-25,Eintracht Frankfurt,VfL Wolfsburg,2,2,D,12.0,14.0,5.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,2.25,3.4,3.2,2.29,3.48,3.24,1700.96,1659.84,2.0,2.0,6.0,4.0
2324,2024-02-25,Borussia Dortmund,TSG Hoffenheim,2,3,A,19.0,7.0,7.0,5.0,10.0,3.0,2.0,3.0,0.0,0.0,1.5,5.0,5.5,1.51,5.16,5.52,1854.05,1651.38,5.0,2.0,11.0,3.0
2324,2024-02-25,FC Augsburg,SC Freiburg,2,1,H,21.0,5.0,8.0,1.0,10.0,2.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.28,3.66,3.11,1614.76,1688.15,2.0,1.0,5.0,4.0
2324,2024-03-01,SC Freiburg,Bayern Munich,2,2,D,17.0,21.0,5.0,9.0,3.0,6.0,1.0,2.0,0.0,0.0,5.75,4.75,1.5,6.11,4.86,1.51,1693.16,1925.15,1.0,3.0,1.0,9.0
2324,2024-03-02,VfL Wolfsburg,VfB Stuttgart,2,3,A,12.0,7.0,2.0,3.0,5.0,4.0,3.0,2.0,0.0,0.0,3.3,3.5,2.15,3.34,3.56,2.2,1667.88,1737.63,2.0,7.0,4.0,13.0
2324,2024-03-02,Union Berlin,Borussia Dortmund,0,2,A,13.0,12.0,5.0,7.0,8.0,7.0,2.0,1.0,0.0,0.0,3.4,3.6,2.05,3.44,3.62,2.14,1664.92,1840.24,7.0,4.0,8.0,8.0
2324,2024-03-02,1. FC Heidenheim,Eintracht Frankfurt,1,2,A,16.0,11.0,3.0,6.0,7.0,3.0,1.0,4.0,0.0,0.0,2.8,3.3,2.5,2.84,3.39,2.59,1616.25,1691.7,4.0,3.0,6.0,6.0
2324,2024-03-02,SV Darmstadt 98,FC Augsburg,0,6,A,10.0,21.0,5.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,2.9,3.3,2.4,2.93,3.47,2.48,1533.1,1618.76,2.0,4.0,2.0,5.0
2324,2024-03-02,VfL Bochum,RB Leipzig,1,4,A,15.0,10.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,0.0,5.0,4.2,1.62,4.76,4.44,1.66,1626.47,1806.18,4.0,4.0,5.0,7.0
2324,2024-03-03,1. FC Koln,Bayer Leverkusen,0,2,A,6.0,17.0,0.0,6.0,1.0,9.0,2.0,2.0,1.0,0.0,9.0,4.75,1.36,8.08,5.15,1.39,1619.56,1885.77,2.0,9.0,6.0,13.0
2324,2024-03-03,TSG Hoffenheim,Werder Bremen,2,1,H,14.0,18.0,7.0,8.0,3.0,3.0,5.0,1.0,1.0,0.0,1.91,4.0,3.6,1.97,3.87,3.72,1657.79,1646.31,4.0,4.0,6.0,10.0
2324,2024-03-08,VfB Stuttgart,Union Berlin,2,0,H,14.0,10.0,5.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.45,4.5,7.0,1.48,4.62,7.08,1737.63,1664.92,7.0,4.0,13.0,8.0
2324,2024-03-09,RB Leipzig,SV Darmstadt 98,2,0,H,28.0,9.0,8.0,4.0,8.0,4.0,0.0,3.0,0.0,0.0,1.14,8.5,15.0,1.15,8.79,16.82,1806.18,1533.1,6.0,1.0,10.0,2.0
2324,2024-03-09,Werder Bremen,Borussia Dortmund,1,2,A,15.0,13.0,5.0,6.0,10.0,4.0,1.0,2.0,0.0,1.0,3.5,4.33,1.85,3.87,4.06,1.88,1646.31,1840.24,4.0,4.0,7.0,8.0
2324,2024-03-09,FC Augsburg,1. FC Heidenheim,1,0,H,8.0,6.0,4.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0,1.85,4.2,3.5,1.88,3.89,4.07,1618.76,1616.25,6.0,1.0,8.0,5.0
2324,2024-03-09,Bayern Munich,FSV Mainz 05,8,1,H,25.0,13.0,12.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,1.25,7.0,10.0,1.23,6.97,11.21,1925.15,1619.0,4.0,4.0,7.0,5.0
2324,2024-03-10,Bayer Leverkusen,VfL Wolfsburg,2,0,H,19.0,2.0,7.0,1.0,9.0,2.0,1.0,3.0,0.0,1.0,1.33,5.75,8.5,1.32,5.89,9.05,1885.77,1667.88,9.0,2.0,15.0,3.0
2324,2024-03-10,Eintracht Frankfurt,TSG Hoffenheim,3,1,H,17.0,6.0,7.0,2.0,5.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,3.3,2.06,3.9,3.43,1691.7,1657.79,5.0,6.0,6.0,8.0
2324,2024-03-10,VfL Bochum,SC Freiburg,1,2,A,18.0,9.0,6.0,5.0,12.0,5.0,3.0,7.0,0.0,0.0,2.2,3.75,3.0,2.27,3.65,3.13,1626.47,1693.16,3.0,2.0,5.0,2.0
2324,2024-03-15,1. FC Koln,RB Leipzig,1,5,A,9.0,23.0,2.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,6.5,4.75,1.45,6.61,4.86,1.48,1619.62,1817.92,2.0,6.0,3.0,10.0
2324,2024-03-16,SV Darmstadt 98,Bayern Munich,2,5,A,7.0,26.0,3.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0,17.0,8.0,1.14,17.12,9.56,1.14,1514.14,1936.07,1.0,7.0,2.0,7.0
2324,2024-03-16,FSV Mainz 05,VfL Bochum,2,0,H,13.0,11.0,4.0,4.0,7.0,6.0,4.0,3.0,0.0,0.0,1.8,3.8,4.33,1.79,3.88,4.58,1616.57,1611.68,1.0,0.0,4.0,4.0
2324,2024-03-16,Union Berlin,Werder Bremen,2,1,H,11.0,10.0,5.0,2.0,4.0,3.0,3.0,5.0,0.0,0.0,2.05,3.4,3.8,2.02,3.64,3.79,1652.81,1637.69,1.0,1.0,7.0,4.0
2324,2024-03-16,VfL Wolfsburg,FC Augsburg,1,3,A,15.0,14.0,4.0,5.0,8.0,6.0,1.0,3.0,1.0,0.0,2.05,3.5,3.5,2.12,3.65,3.46,1658.57,1644.78,1.0,9.0,2.0,10.0
2324,2024-03-16,TSG Hoffenheim,VfB Stuttgart,0,3,A,8.0,25.0,1.0,12.0,5.0,6.0,1.0,0.0,0.0,0.0,3.8,4.0,1.83,3.77,4.23,1.88,1657.81,1753.57,6.0,7.0,7.0,13.0
2324,2024-03-17,Borussia Dortmund,Eintracht Frankfurt,3,1,H,16.0,8.0,6.0,6.0,8.0,3.0,1.0,2.0,0.0,0.0,1.62,4.2,5.0,1.63,4.47,5.01,1863.6,1708.95,6.0,7.0,10.0,9.0
2324,2024-03-17,SC Freiburg,Bayer Leverkusen,2,3,A,9.0,18.0,3.0,7.0,2.0,8.0,1.0,0.0,0.0,0.0,6.0,4.33,1.53,5.92,4.39,1.56,1691.91,1896.93,4.0,9.0,5.0,15.0
2324,2024-03-30,Eintracht Frankfurt,Union Berlin,0,0,D,18.0,10.0,4.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,2.0,3.5,3.8,2.07,3.41,3.88,1708.95,1652.81,6.0,3.0,8.0,7.0
2324,2024-03-30,Bayer Leverkusen,TSG Hoffenheim,2,1,H,36.0,6.0,12.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,1.2,7.5,12.0,1.21,7.55,11.72,1896.93,1657.81,9.0,3.0,15.0,6.0
2324,2024-03-30,RB Leipzig,FSV Mainz 05,0,0,D,23.0,8.0,10.0,2.0,12.0,2.0,2.0,5.0,0.0,0.0,1.4,5.25,7.5,1.39,5.34,7.66,1817.92,1616.57,9.0,4.0,12.0,7.0
2324,2024-03-30,Werder Bremen,VfL Wolfsburg,0,2,A,6.0,15.0,1.0,5.0,3.0,6.0,4.0,4.0,1.0,1.0,2.88,3.5,2.4,2.88,3.61,2.44,1637.69,1658.57,0.0,0.0,4.0,2.0
2324,2024-03-30,Bayern Munich,Borussia Dortmund,0,2,A,16.0,11.0,3.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,1.4,5.75,6.0,1.39,5.92,6.7,1936.07,1863.6,7.0,9.0,10.0,10.0
2324,2024-03-31,VfB Stuttgart,1. FC Heidenheim,3,3,D,20.0,6.0,6.0,3.0,6.0,7.0,1.0,0.0,0.0,1.0,1.25,6.0,10.0,1.26,6.51,10.08,1753.57,1604.48,9.0,1.0,13.0,2.0
2324,2024-03-31,FC Augsburg,1. FC Koln,1,1,D,24.0,12.0,6.0,2.0,12.0,6.0,0.0,3.0,0.0,0.0,1.75,4.0,4.5,1.81,3.84,4.51,1644.78,1619.62,9.0,1.0,12.0,2.0
2324,2024-03-31,VfL Bochum,SV Darmstadt 98,2,2,D,20.0,13.0,7.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,1.62,4.0,5.25,1.63,4.3,5.25,1611.68,1514.14,0.0,0.0,3.0,1.0
2324,2024-04-05,Eintracht Frankfurt,Werder Bremen,1,1,D,19.0,10.0,5.0,7.0,9.0,0.0,3.0,2.0,1.0,1.0,1.75,3.8,4.5,1.78,4.02,4.56,1701.48,1618.35,4.0,0.0,8.0,1.0
2324,2024-04-06,1. FC Koln,VfL Bochum,2,1,H,17.0,8.0,6.0,2.0,9.0,4.0,3.0,3.0,0.0,0.0,2.25,3.5,3.1,2.33,3.63,3.05,1613.22,1598.64,2.0,1.0,3.0,1.0
2324,2024-04-06,SC Freiburg,RB Leipzig,1,4,A,15.0,15.0,4.0,6.0,8.0,4.0,3.0,4.0,0.0,0.0,4.75,4.33,1.65,4.79,4.31,1.68,1703.04,1820.92,6.0,7.0,7.0,10.0
2324,2024-04-06,1. FC Heidenheim,Bayern Munich,3,2,H,9.0,15.0,4.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,6.5,6.0,1.36,7.05,6.07,1.37,1610.1,1922.68,2.0,6.0,3.0,10.0
2324,2024-04-06,FSV Mainz 05,SV Darmstadt 98,4,0,H,18.0,14.0,9.0,2.0,5.0,1.0,2.0,3.0,0.0,0.0,1.4,5.0,7.5,1.41,4.97,7.93,1631.95,1515.77,4.0,1.0,5.0,2.0
2324,2024-04-06,Union Berlin,Bayer Leverkusen,0,1,A,8.0,19.0,1.0,8.0,7.0,10.0,3.0,2.0,1.0,0.0,5.75,4.33,1.55,6.19,4.31,1.55,1661.98,1903.19,4.0,9.0,5.0,15.0
2324,2024-04-06,Borussia Dortmund,VfB Stuttgart,0,1,A,14.0,10.0,7.0,2.0,8.0,3.0,2.0,4.0,0.0,0.0,2.25,4.0,2.8,2.31,3.95,2.88,1883.89,1759.98,9.0,7.0,12.0,11.0
2324,2024-04-07,TSG Hoffenheim,FC Augsburg,3,1,H,17.0,14.0,6.0,7.0,11.0,6.0,3.0,1.0,0.0,0.0,2.2,4.0,2.9,2.29,3.94,2.92,1643.97,1655.84,0.0,7.0,6.0,13.0
2324,2024-04-12,FC Augsburg,Union Berlin,2,0,H,12.0,17.0,4.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,2.1,3.4,3.4,2.15,3.52,3.59,1655.84,1661.98,4.0,4.0,10.0,4.0
2324,2024-04-13,Bayern Munich,1. FC Koln,2,0,H,17.0,11.0,7.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,1.22,7.5,11.0,1.18,8.25,13.01,1922.68,1613.22,3.0,4.0,7.0,5.0
2324,2024-04-13,VfL Bochum,1. FC Heidenheim,1,1,D,24.0,10.0,5.0,3.0,6.0,2.0,4.0,1.0,0.0,0.0,2.05,3.75,3.3,2.1,3.71,3.47,1598.64,1610.1,1.0,5.0,1.0,5.0
2324,2024-04-13,FSV Mainz 05,TSG Hoffenheim,4,1,H,23.0,5.0,8.0,1.0,9.0,3.0,0.0,2.0,0.0,0.0,1.95,4.0,3.4,2.0,3.91,3.58,1631.95,1643.97,7.0,3.0,8.0,6.0
2324,2024-04-13,RB Leipzig,VfL Wolfsburg,3,0,H,15.0,10.0,6.0,3.0,6.0,4.0,2.0,4.0,0.0,0.0,1.36,5.0,8.0,1.36,5.66,7.8,1820.92,1657.68,7.0,3.0,13.0,3.0
2324,2024-04-13,VfB Stuttgart,Eintracht Frankfurt,3,0,H,9.0,10.0,6.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,1.53,4.5,5.5,1.51,4.76,6.01,1759.98,1701.48,7.0,2.0,13.0,8.0
2324,2024-04-14,Bayer Leverkusen,Werder Bremen,5,0,H,19.0,7.0,10.0,3.0,7.0,0.0,2.0,1.0,0.0,0.0,1.2,7.0,13.0,1.2,7.49,12.7,1903.19,1618.35,9.0,1.0,15.0,1.0
2324,2024-04-14,SV Darmstadt 98,SC Freiburg,0,1,A,16.0,9.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,3.8,1.83,3.98,3.98,1.88,1515.77,1703.04,1.0,3.0,1.0,7.0
2324,2024-04-19,Eintracht Frankfurt,FC Augsburg,3,1,H,12.0,6.0,7.0,1.0,6.0,5.0,3.0,3.0,0.0,0.0,2.0,3.75,3.5,2.06,3.76,3.6,1691.07,1657.69,2.0,4.0,5.0,10.0
2324,2024-04-20,Union Berlin,Bayern Munich,1,5,A,15.0,18.0,4.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,4.75,4.5,1.62,4.94,4.62,1.62,1649.93,1915.84,1.0,3.0,4.0,9.0
2324,2024-04-20,VfL Wolfsburg,VfL Bochum,1,0,H,10.0,9.0,5.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,1.75,4.0,4.33,1.81,3.88,4.43,1641.17,1593.16,3.0,2.0,3.0,2.0
2324,2024-04-20,1. FC Koln,SV Darmstadt 98,0,2,A,18.0,12.0,4.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,1.5,4.75,5.75,1.49,4.61,6.76,1618.86,1504.58,4.0,1.0,5.0,1.0
2324,2024-04-20,1. FC Heidenheim,RB Leipzig,1,2,A,9.0,11.0,5.0,4.0,2.0,6.0,3.0,1.0,0.0,0.0,5.75,5.25,1.45,6.19,5.19,1.46,1626.31,1838.1,5.0,7.0,6.0,13.0
2324,2024-04-21,Werder Bremen,VfB Stuttgart,2,1,H,9.0,14.0,2.0,5.0,1.0,7.0,3.0,3.0,0.0,0.0,4.75,4.75,1.57,5.11,4.66,1.6,1620.28,1782.14,1.0,7.0,1.0,13.0
2324,2024-04-21,Borussia Dortmund,Bayer Leverkusen,1,1,D,9.0,13.0,2.0,5.0,2.0,6.0,4.0,3.0,0.0,0.0,2.55,3.8,2.55,2.56,3.84,2.5,1873.96,1916.91,6.0,9.0,12.0,15.0
2324,2024-04-21,SC Freiburg,FSV Mainz 05,1,1,D,7.0,17.0,3.0,4.0,2.0,4.0,3.0,4.0,0.0,0.0,2.6,3.5,2.6,2.58,3.59,2.72,1698.46,1653.21,6.0,7.0,9.0,10.0
2324,2024-04-26,VfL Bochum,TSG Hoffenheim,3,2,H,35.0,12.0,13.0,4.0,10.0,4.0,1.0,1.0,0.0,0.0,2.15,4.0,2.9,2.21,4.0,3.06,1593.16,1643.33,1.0,6.0,2.0,6.0
2324,2024-04-27,FC Augsburg,Werder Bremen,0,3,A,14.0,16.0,1.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,1.8,4.0,4.0,1.8,4.19,4.13,1657.69,1620.28,3.0,4.0,7.0,4.0
2324,2024-04-27,Bayern Munich,Eintracht Frankfurt,2,1,H,19.0,10.0,9.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,1.4,5.25,7.0,1.42,5.46,6.65,1915.84,1691.07,6.0,4.0,9.0,5.0
2324,2024-04-27,RB Leipzig,Borussia Dortmund,4,1,H,21.0,12.0,7.0,5.0,5.0,8.0,1.0,2.0,0.0,0.0,1.67,4.33,4.5,1.68,4.45,4.61,1838.1,1873.96,9.0,4.0,13.0,10.0
2324,2024-04-27,Bayer Leverkusen,VfB Stuttgart,2,2,D,14.0,11.0,6.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,1.75,4.2,4.33,1.76,4.31,4.25,1916.91,1782.14,7.0,6.0,13.0,10.0
2324,2024-04-27,SC Freiburg,VfL Wolfsburg,1,2,A,16.0,13.0,3.0,5.0,3.0,6.0,4.0,2.0,1.0,0.0,2.3,3.6,2.88,2.37,3.58,3.01,1698.46,1641.17,4.0,3.0,7.0,6.0
2324,2024-04-28,FSV Mainz 05,1. FC Koln,1,1,D,16.0,16.0,4.0,6.0,6.0,6.0,4.0,4.0,1.0,0.0,1.55,4.33,6.0,1.54,4.37,6.2,1653.21,1618.86,7.0,3.0,11.0,4.0
2324,2024-04-28,SV Darmstadt 98,1. FC Heidenheim,0,1,A,12.0,19.0,4.0,6.0,3.0,8.0,2.0,1.0,0.0,0.0,3.3,3.75,2.1,3.42,3.71,2.12,1504.58,1626.31,3.0,4.0,4.0,6.0
2324,2024-05-03,TSG Hoffenheim,RB Leipzig,1,1,D,18.0,8.0,8.0,5.0,4.0,4.0,1.0,3.0,0.0,1.0,5.25,5.0,1.5,5.44,5.24,1.52,1648.88,1862.26,3.0,9.0,6.0,13.0
2324,2024-05-04,VfL Wolfsburg,SV Darmstadt 98,3,0,H,18.0,6.0,6.0,1.0,9.0,2.0,0.0,3.0,0.0,0.0,1.4,5.0,8.0,1.4,5.13,7.8,1664.02,1522.18,6.0,3.0,9.0,4.0
2324,2024-05-04,1. FC Koln,SC Freiburg,0,0,D,20.0,4.0,7.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,2.3,3.75,2.88,2.37,3.66,2.95,1611.08,1691.6,1.0,4.0,5.0,7.0
2324,2024-05-04,VfB Stuttgart,Bayern Munich,3,1,H,24.0,10.0,11.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.1,4.0,3.1,2.13,4.14,3.09,1783.54,1937.83,4.0,9.0,8.0,9.0
2324,2024-05-04,Borussia Dortmund,FC Augsburg,5,1,H,21.0,20.0,10.0,4.0,6.0,9.0,0.0,1.0,0.0,0.0,1.85,4.33,3.6,1.86,4.37,3.7,1879.29,1639.28,4.0,3.0,7.0,4.0
2324,2024-05-05,Union Berlin,VfL Bochum,3,4,A,12.0,17.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,1.95,3.5,4.0,1.97,3.51,4.12,1652.08,1602.64,1.0,4.0,2.0,5.0
2324,2024-05-05,Eintracht Frankfurt,Bayer Leverkusen,1,5,A,16.0,10.0,5.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,3.2,3.5,2.2,3.27,3.68,2.19,1703.7,1921.0,3.0,5.0,5.0,11.0
2324,2024-05-05,1. FC Heidenheim,FSV Mainz 05,1,1,D,16.0,10.0,6.0,4.0,6.0,3.0,2.0,3.0,0.0,0.0,3.0,3.5,2.3,3.03,3.58,2.36,1635.6,1659.82,4.0,5.0,8.0,9.0
2324,2024-05-10,FC Augsburg,VfB Stuttgart,0,1,A,9.0,19.0,1.0,7.0,5.0,5.0,4.0,2.0,0.0,0.0,4.0,4.2,1.75,3.92,4.45,1.82,1639.28,1783.54,0.0,4.0,3.0,10.0
2324,2024-05-11,1. FC Koln,Union Berlin,3,2,H,18.0,14.0,5.0,6.0,6.0,8.0,3.0,2.0,0.0,0.0,2.8,3.3,2.55,2.79,3.39,2.63,1611.08,1652.08,2.0,1.0,5.0,1.0
2324,2024-05-11,SC Freiburg,1. FC Heidenheim,1,1,D,19.0,9.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.7,4.0,4.5,1.72,4.07,4.78,1691.6,1635.6,2.0,4.0,5.0,8.0
2324,2024-05-11,RB Leipzig,Werder Bremen,1,1,D,13.0,10.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.29,6.5,8.0,1.29,6.72,8.41,1862.26,1654.93,7.0,7.0,13.0,8.0
2324,2024-05-11,FSV Mainz 05,Borussia Dortmund,3,0,H,14.0,10.0,6.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.2,3.6,3.1,2.19,3.97,3.08,1659.82,1879.29,3.0,4.0,9.0,7.0
2324,2024-05-12,VfL Bochum,Bayer Leverkusen,0,5,A,2.0,28.0,0.0,10.0,2.0,6.0,2.0,1.0,1.0,0.0,4.2,4.33,1.7,4.42,4.35,1.72,1602.64,1921.0,6.0,5.0,7.0,11.0
2324,2024-05-12,SV Darmstadt 98,TSG Hoffenheim,0,6,A,9.0,12.0,1.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,4.75,4.5,1.62,4.67,4.73,1.64,1522.18,1648.88,3.0,4.0,3.0,7.0
2324,2024-05-12,Bayern Munich,VfL Wolfsburg,2,0,H,5.0,5.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.33,6.0,7.5,1.34,6.36,7.4,1937.83,1664.02,6.0,9.0,9.0,9.0
2324,2024-05-18,Union Berlin,SC Freiburg,2,1,H,14.0,11.0,5.0,5.0,3.0,7.0,7.0,4.0,0.0,0.0,2.1,3.4,3.5,2.15,3.39,3.57,1639.61,1693.67,1.0,2.0,1.0,6.0
2324,2024-05-18,Werder Bremen,VfL Bochum,4,1,H,25.0,26.0,12.0,8.0,8.0,8.0,1.0,1.0,0.0,0.0,2.38,3.6,2.8,2.37,3.61,2.94,1665.83,1614.08,5.0,6.0,8.0,7.0
2324,2024-05-18,Bayer Leverkusen,FC Augsburg,2,1,H,19.0,8.0,8.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.3,6.0,9.0,1.3,6.65,7.63,1949.09,1635.88,7.0,0.0,11.0,3.0
2324,2024-05-18,VfL Wolfsburg,FSV Mainz 05,1,3,A,12.0,12.0,4.0,6.0,1.0,3.0,2.0,3.0,0.0,0.0,3.2,3.5,2.2,3.28,3.54,2.21,1673.3,1688.53,6.0,5.0,9.0,9.0
2324,2024-05-18,1. FC Heidenheim,1. FC Koln,4,1,H,13.0,19.0,7.0,9.0,5.0,12.0,1.0,3.0,0.0,0.0,2.3,4.0,2.7,2.35,4.0,2.74,1643.72,1625.35,5.0,5.0,6.0,5.0
2324,2024-05-18,Eintracht Frankfurt,RB Leipzig,2,2,D,19.0,9.0,6.0,5.0,8.0,3.0,2.0,2.0,0.0,0.0,2.8,3.8,2.3,2.78,3.75,2.43,1702.25,1857.54,1.0,5.0,4.0,11.0
2324,2024-05-18,Borussia Dortmund,SV Darmstadt 98,4,0,H,21.0,7.0,10.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,1.17,8.5,13.0,1.15,9.67,14.01,1882.78,1507.82,3.0,0.0,7.0,3.0
2324,2024-05-18,TSG Hoffenheim,Bayern Munich,4,2,H,17.0,12.0,9.0,4.0,6.0,5.0,3.0,1.0,0.0,0.0,2.88,4.5,2.0,3.07,4.34,2.07,1673.32,1925.9,4.0,6.0,7.0,12.0
2425,2024-08-24,FC Augsburg,Werder Bremen,2,2,D,10.0,12.0,3.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.32,3.55,3.11,1626.44,1666.81,0.0,5.0,0.0,11.0
2425,2024-08-24,SC Freiburg,VfB Stuttgart,3,1,H,15.0,9.0,4.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,3.5,3.6,2.05,3.5,3.7,2.09,1677.57,1808.24,2.0,9.0,3.0,10.0
2425,2024-08-24,TSG Hoffenheim,Holstein Kiel,3,2,H,20.0,15.0,8.0,6.0,8.0,6.0,2.0,3.0,0.0,1.0,1.65,4.5,4.5,1.64,4.38,5.07,1683.04,1573.52,7.0,7.0,10.0,10.0
2425,2024-08-24,FSV Mainz 05,Union Berlin,1,1,D,15.0,15.0,3.0,4.0,8.0,9.0,1.0,3.0,0.0,0.0,2.0,3.4,3.9,2.08,3.24,4.1,1693.45,1639.59,7.0,3.0,9.0,4.0
2425,2024-08-24,RB Leipzig,VfL Bochum,1,0,H,12.0,10.0,3.0,4.0,9.0,3.0,1.0,3.0,1.0,0.0,1.25,7.0,9.0,1.25,6.71,10.65,1846.69,1596.98,3.0,3.0,9.0,6.0
2425,2024-08-24,Borussia Dortmund,Eintracht Frankfurt,2,0,H,17.0,7.0,5.0,2.0,7.0,7.0,0.0,1.0,0.0,0.0,1.7,4.1,4.5,1.71,4.4,4.48,1869.19,1696.99,6.0,2.0,7.0,5.0
2425,2024-08-25,VfL Wolfsburg,Bayern Munich,2,3,A,11.0,14.0,2.0,8.0,1.0,7.0,2.0,3.0,0.0,0.0,6.25,4.75,1.45,6.33,5.0,1.47,1652.27,1900.07,3.0,3.0,9.0,9.0
2425,2024-08-25,FC St. Pauli,1. FC Heidenheim,0,2,A,11.0,6.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,2.1,3.5,3.4,2.13,3.5,3.59,1598.64,1646.4,6.0,5.0,12.0,8.0
2425,2024-08-30,Union Berlin,FC St. Pauli,1,0,H,10.0,8.0,5.0,2.0,5.0,4.0,3.0,1.0,0.0,0.0,1.91,3.5,4.1,1.96,3.5,4.29,1639.59,1598.64,4.0,6.0,5.0,9.0
2425,2024-08-31,Bayer Leverkusen,RB Leipzig,2,3,A,27.0,10.0,10.0,4.0,18.0,2.0,3.0,1.0,0.0,0.0,1.75,4.2,4.1,1.8,4.22,4.1,1925.04,1846.69,9.0,5.0,13.0,9.0
2425,2024-08-31,VfB Stuttgart,FSV Mainz 05,3,3,D,28.0,9.0,13.0,7.0,11.0,2.0,4.0,2.0,0.0,0.0,1.62,4.33,5.25,1.66,4.23,5.09,1808.24,1693.45,6.0,7.0,10.0,9.0
