Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA
2223,2023-05-07,Borussia Dortmund,VfL Wolfsburg,6,0,H,20.0,10.0,10.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,1.44,5.25,5.75,1.54,5.16,5.32
2223,2023-05-12,1. FC Koln,Hertha,5,2,H,28.0,9.0,15.0,3.0,12.0,3.0,2.0,7.0,0.0,0.0,1.85,3.75,4.0,1.9,3.86,4.19
2223,2023-05-13,Borussia Dortmund,Borussia Monchengladbach,5,2,H,33.0,13.0,13.0,8.0,10.0,4.0,0.0,2.0,0.0,0.0,1.25,6.5,10.0,1.26,7.21,9.54
2223,2023-05-13,VfL Wolfsburg,TSG Hoffenheim,2,1,H,8.0,10.0,3.0,2.0,3.0,7.0,2.0,2.0,0.0,0.0,1.91,3.75,3.8,1.93,4.02,3.8
2223,2023-05-13,Union Berlin,SC Freiburg,4,2,H,10.0,13.0,4.0,8.0,1.0,7.0,3.0,1.0,0.0,0.0,2.2,3.2,3.5,2.23,3.19,3.76
2223,2023-05-13,VfL Bochum,FC Augsburg,3,2,H,15.0,12.0,8.0,2.0,7.0,7.0,3.0,2.0,0.0,0.0,2.1,3.6,3.3,2.19,3.61,3.39
2223,2023-05-13,Bayern Munich,Schalke 04,6,0,H,23.0,8.0,14.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,1.13,10.0,17.0,1.14,10.41,17.11
2223,2023-05-13,Eintracht Frankfurt,FSV Mainz 05,3,0,H,17.0,10.0,7.0,4.0,5.0,1.0,1.0,3.0,0.0,0.0,2.1,3.6,3.3,2.13,3.73,3.45
2223,2023-05-14,VfB Stuttgart,Bayer Leverkusen,1,1,D,9.0,12.0,1.0,3.0,7.0,3.0,3.0,4.0,0.0,0.0,2.5,3.4,2.75,2.51,3.71,2.78
2223,2023-05-14,RB Leipzig,Werder Bremen,2,1,H,20.0,6.0,7.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,1.25,6.5,10.0,1.26,6.76,10.27
2223,2023-05-19,SC Freiburg,VfL Wolfsburg,2,0,H,16.0,9.0,7.0,2.0,4.0,4.0,1.0,3.0,1.0,0.0,2.0,3.8,3.4,2.04,3.83,3.69
2223,2023-05-20,Hertha,VfL Bochum,1,1,D,14.0,17.0,4.0,6.0,9.0,5.0,1.0,1.0,0.0,0.0,2.2,3.6,3.1,2.26,3.81,3.1
2223,2023-05-20,TSG Hoffenheim,Union Berlin,4,2,H,10.0,20.0,5.0,4.0,1.0,5.0,4.0,5.0,0.0,0.0,2.5,3.4,2.8,2.56,3.54,2.82
2223,2023-05-20,Schalke 04,Eintracht Frankfurt,2,2,D,11.0,6.0,4.0,3.0,8.0,3.0,3.0,4.0,0.0,0.0,3.0,3.6,2.25,2.97,3.86,2.31
2223,2023-05-20,Werder Bremen,1. FC Koln,1,1,D,13.0,13.0,6.0,4.0,4.0,9.0,4.0,2.0,0.0,0.0,2.6,3.6,2.55,2.58,3.88,2.62
2223,2023-05-20,Bayern Munich,RB Leipzig,1,3,A,17.0,16.0,4.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,1.5,5.0,5.5,1.52,5.17,5.49
2223,2023-05-21,Bayer Leverkusen,Borussia Monchengladbach,2,2,D,13.0,9.0,6.0,5.0,2.0,3.0,3.0,3.0,1.0,0.0,1.45,5.25,5.75,1.49,5.24,5.97
2223,2023-05-21,FSV Mainz 05,VfB Stuttgart,1,4,A,9.0,8.0,6.0,6.0,6.0,3.0,3.0,1.0,0.0,0.0,2.5,3.5,2.7,2.58,3.66,2.72
2223,2023-05-21,FC Augsburg,Borussia Dortmund,0,3,A,4.0,28.0,1.0,10.0,3.0,8.0,3.0,3.0,1.0,0.0,7.0,5.5,1.36,6.52,5.7,1.42
2223,2023-05-27,Union Berlin,Werder Bremen,1,0,H,16.0,7.0,4.0,4.0,15.0,1.0,1.0,3.0,0.0,0.0,1.44,4.75,7.0,1.43,4.82,7.44
2223,2023-05-27,RB Leipzig,Schalke 04,4,2,H,19.0,16.0,12.0,4.0,4.0,5.0,2.0,2.0,0.0,0.0,1.6,4.5,4.75,1.63,4.74,4.7
2223,2023-05-27,VfL Wolfsburg,Hertha,1,2,A,19.0,9.0,9.0,5.0,7.0,3.0,1.0,5.0,0.0,0.0,1.36,5.25,8.0,1.33,6.05,8.12
2223,2023-05-27,Borussia Monchengladbach,FC Augsburg,2,0,H,17.0,9.0,7.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,2.2,3.8,3.0,2.19,3.83,3.16
2223,2023-05-27,VfB Stuttgart,TSG Hoffenheim,1,1,D,19.0,8.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1.57,4.75,5.0,1.61,4.68,4.92
2223,2023-05-27,Eintracht Frankfurt,SC Freiburg,2,1,H,14.0,13.0,8.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0,2.4,3.75,2.7,2.41,3.91,2.76
2223,2023-05-27,VfL Bochum,Bayer Leverkusen,3,0,H,10.0,11.0,5.0,2.0,2.0,5.0,5.0,5.0,0.0,1.0,3.25,4.0,2.0,3.31,4.22,2.02
2223,2023-05-27,1. FC Koln,Bayern Munich,1,2,A,9.0,11.0,3.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,7.5,6.0,1.3,7.82,6.29,1.32
2223,2023-05-27,Borussia Dortmund,FSV Mainz 05,2,2,D,30.0,10.0,12.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,1.14,8.5,15.0,1.15,9.75,14.9
2324,2023-08-18,Werder Bremen,Bayern Munich,0,4,A,6.0,25.0,1.0,10.0,0.0,6.0,2.0,1.0,0.0,0.0,7.5,6.5,1.3,8.59,6.36,1.33
2324,2023-08-19,FC Augsburg,Borussia Monchengladbach,4,4,D,20.0,9.0,8.0,6.0,8.0,7.0,1.0,2.0,0.0,0.0,2.7,3.6,2.45,2.74,3.78,2.51
2324,2023-08-19,TSG Hoffenheim,SC Freiburg,1,2,A,24.0,17.0,5.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,2.3,3.6,2.9,2.43,3.67,2.92
2324,2023-08-19,Bayer Leverkusen,RB Leipzig,3,2,H,11.0,13.0,7.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,2.45,3.6,2.75,2.5,3.61,2.85
2324,2023-08-19,VfB Stuttgart,VfL Bochum,5,0,H,19.0,4.0,9.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,1.65,4.33,4.5,1.7,4.25,4.78
2324,2023-08-19,VfL Wolfsburg,1. FC Heidenheim,2,0,H,18.0,13.0,8.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,1.6,4.2,5.25,1.62,4.49,5.24
2324,2023-08-19,Borussia Dortmund,1. FC Koln,1,0,H,12.0,11.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,1.4,5.0,7.0,1.41,5.42,7.25
2324,2023-08-20,Eintracht Frankfurt,SV Darmstadt 98,1,0,H,10.0,11.0,4.0,2.0,7.0,3.0,2.0,3.0,0.0,0.0,1.36,5.25,7.5,1.4,5.42,7.44
2324,2023-08-20,Union Berlin,FSV Mainz 05,4,1,H,12.0,9.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,1.95,3.5,3.9,2.02,3.5,4.02
2324,2023-08-25,RB Leipzig,VfB Stuttgart,5,1,H,20.0,8.0,11.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.5,4.75,5.75,1.53,4.69,6.14
2324,2023-08-26,VfL Bochum,Borussia Dortmund,1,1,D,17.0,13.0,6.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,7.0,5.0,1.4,6.63,5.36,1.44
2324,2023-08-26,SV Darmstadt 98,Union Berlin,1,4,A,18.0,12.0,6.0,6.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,3.3,1.95,3.94,3.42,2.08
2324,2023-08-26,1. FC Koln,VfL Wolfsburg,1,2,A,14.0,9.0,2.0,6.0,6.0,1.0,1.0,5.0,0.0,0.0,2.3,3.4,3.0,2.41,3.53,3.04
2324,2023-08-26,SC Freiburg,Werder Bremen,1,0,H,23.0,16.0,6.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,1.7,3.75,4.75,1.72,4.15,4.76
2324,2023-08-26,1. FC Heidenheim,TSG Hoffenheim,2,3,A,19.0,16.0,9.0,6.0,10.0,6.0,1.0,5.0,0.0,0.0,3.0,3.6,2.25,2.96,3.81,2.34
2324,2023-08-26,Borussia Monchengladbach,Bayer Leverkusen,0,3,A,13.0,24.0,2.0,10.0,5.0,8.0,2.0,3.0,0.0,0.0,3.8,3.8,1.85,3.73,4.2,1.91
2324,2023-08-27,Bayern Munich,FC Augsburg,3,1,H,19.0,11.0,6.0,2.0,10.0,4.0,1.0,2.0,0.0,0.0,1.08,12.0,19.0,1.09,14.24,22.48
2324,2023-08-27,FSV Mainz 05,Eintracht Frankfurt,1,1,D,13.0,8.0,7.0,2.0,5.0,4.0,3.0,4.0,0.0,1.0,2.38,3.5,2.88,2.39,3.74,2.92
2324,2023-09-01,Borussia Dortmund,1. FC Heidenheim,2,2,D,20.0,15.0,9.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.25,7.0,9.5,1.26,7.07,10.23
2324,2023-09-02,FC Augsburg,VfL Bochum,2,2,D,11.0,22.0,3.0,9.0,3.0,5.0,2.0,2.0,0.0,0.0,2.0,3.75,3.75,2.09,3.67,3.61
2324,2023-09-02,TSG Hoffenheim,VfL Wolfsburg,3,1,H,11.0,14.0,5.0,7.0,3.0,3.0,2.0,2.0,0.0,0.0,2.5,3.6,2.63,2.48,3.86,2.73
2324,2023-09-02,Bayer Leverkusen,SV Darmstadt 98,5,1,H,24.0,5.0,13.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,1.2,7.0,12.0,1.2,7.79,13.72
2324,2023-09-02,VfB Stuttgart,SC Freiburg,5,0,H,13.0,11.0,6.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,2.2,3.5,3.2,2.18,3.79,3.28
2324,2023-09-02,Werder Bremen,FSV Mainz 05,4,0,H,12.0,12.0,6.0,3.0,1.0,7.0,2.0,2.0,0.0,0.0,2.63,3.5,2.55,2.76,3.55,2.61
2324,2023-09-02,Borussia Monchengladbach,Bayern Munich,1,2,A,8.0,25.0,3.0,9.0,1.0,15.0,0.0,2.0,0.0,0.0,8.5,5.75,1.3,7.93,6.61,1.31
2324,2023-09-03,Union Berlin,RB Leipzig,0,3,A,4.0,15.0,1.0,8.0,3.0,7.0,3.0,1.0,1.0,0.0,3.4,3.25,2.2,3.24,3.48,2.31
2324,2023-09-03,Eintracht Frankfurt,1. FC Koln,1,1,D,12.0,6.0,4.0,2.0,8.0,1.0,1.0,3.0,0.0,0.0,2.1,3.4,3.5,2.18,3.49,3.54
2324,2023-09-15,Bayern Munich,Bayer Leverkusen,2,2,D,15.0,12.0,9.0,5.0,7.0,4.0,0.0,3.0,0.0,0.0,1.65,4.5,4.5,1.65,4.7,4.78
2324,2023-09-16,1. FC Koln,TSG Hoffenheim,1,3,A,17.0,17.0,7.0,5.0,13.0,4.0,4.0,4.0,1.0,0.0,2.25,3.6,3.1,2.26,3.87,3.06
2324,2023-09-16,SC Freiburg,Borussia Dortmund,2,4,A,14.0,14.0,4.0,6.0,6.0,8.0,2.0,3.0,1.0,0.0,3.1,3.8,2.1,3.16,3.86,2.21
2324,2023-09-16,FSV Mainz 05,VfB Stuttgart,1,3,A,15.0,16.0,3.0,6.0,6.0,4.0,1.0,2.0,0.0,0.0,2.63,3.4,2.7,2.57,3.71,2.71
2324,2023-09-16,RB Leipzig,FC Augsburg,3,0,H,9.0,16.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,1.25,7.0,10.0,1.24,7.19,11.19
2324,2023-09-16,VfL Wolfsburg,Union Berlin,2,1,H,8.0,17.0,3.0,5.0,3.0,7.0,1.0,0.0,0.0,0.0,2.25,3.4,3.2,2.27,3.55,3.27
2324,2023-09-16,VfL Bochum,Eintracht Frankfurt,1,1,D,24.0,8.0,10.0,6.0,8.0,2.0,3.0,2.0,0.0,0.0,2.88,3.6,2.38,2.95,3.63,2.42
2324,2023-09-17,SV Darmstadt 98,Borussia Monchengladbach,3,3,D,15.0,21.0,8.0,10.0,6.0,6.0,1.0,1.0,1.0,0.0,2.9,3.5,2.38,3.01,3.74,2.34
2324,2023-09-17,1. FC Heidenheim,Werder Bremen,4,2,H,19.0,11.0,4.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,2.3,4.0,2.7,2.39,3.88,2.85
2324,2023-09-22,VfB Stuttgart,SV Darmstadt 98,3,1,H,18.0,3.0,11.0,0.0,5.0,4.0,1.0,6.0,0.0,0.0,1.36,4.5,8.0,1.4,5.24,8.18
2324,2023-09-23,FC Augsburg,FSV Mainz 05,2,1,H,6.0,13.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,2.55,3.5,2.63,2.61,3.7,2.68
2324,2023-09-23,Bayern Munich,VfL Bochum,7,0,H,26.0,4.0,16.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,1.11,10.0,19.0,1.1,12.85,20.11
2324,2023-09-23,Borussia Dortmund,VfL Wolfsburg,1,0,H,18.0,8.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,1.65,4.0,4.75,1.71,4.47,4.48
2324,2023-09-23,Borussia Monchengladbach,RB Leipzig,0,1,A,13.0,8.0,1.0,4.0,11.0,6.0,1.0,1.0,0.0,0.0,4.75,4.75,1.57,5.26,4.74,1.59
2324,2023-09-23,Union Berlin,TSG Hoffenheim,0,2,A,22.0,11.0,6.0,4.0,11.0,6.0,1.0,3.0,0.0,0.0,2.05,3.6,3.4,2.15,3.72,3.39
2324,2023-09-23,Werder Bremen,1. FC Koln,2,1,H,17.0,13.0,6.0,5.0,9.0,8.0,2.0,1.0,0.0,0.0,2.5,3.6,2.6,2.56,3.69,2.74
2324,2023-09-24,Bayer Leverkusen,1. FC Heidenheim,4,1,H,20.0,1.0,10.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,1.22,6.5,12.0,1.23,7.35,11.42
2324,2023-09-24,Eintracht Frankfurt,SC Freiburg,0,0,D,13.0,9.0,5.0,2.0,7.0,3.0,4.0,2.0,0.0,0.0,2.05,3.6,3.4,2.16,3.66,3.42
2324,2023-09-29,TSG Hoffenheim,Borussia Dortmund,1,3,A,15.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,0.0,1.0,3.1,4.0,2.05,3.15,4.16,2.12
2324,2023-09-30,VfL Bochum,Borussia Monchengladbach,1,3,A,23.0,25.0,5.0,9.0,5.0,10.0,2.0,3.0,0.0,0.0,2.3,3.75,2.9,2.32,3.88,2.96
2324,2023-09-30,1. FC Koln,VfB Stuttgart,0,2,A,14.0,18.0,5.0,4.0,8.0,4.0,2.0,1.0,0.0,0.0,2.88,3.5,2.38,2.89,3.64,2.46
2324,2023-09-30,1. FC Heidenheim,Union Berlin,1,0,H,9.0,19.0,4.0,8.0,5.0,7.0,1.0,2.0,0.0,0.0,3.0,3.6,2.25,3.05,3.72,2.32
2324,2023-09-30,FSV Mainz 05,Bayer Leverkusen,0,3,A,10.0,6.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,5.75,4.5,1.53,5.85,4.72,1.54
2324,2023-09-30,VfL Wolfsburg,Eintracht Frankfurt,2,0,H,19.0,7.0,7.0,3.0,7.0,4.0,1.0,6.0,0.0,1.0,2.05,3.5,3.5,2.11,3.53,3.68
2324,2023-09-30,RB Leipzig,Bayern Munich,2,2,D,7.0,11.0,2.0,5.0,5.0,1.0,2.0,5.0,0.0,0.0,3.4,4.2,1.91,3.73,4.2,1.91
2324,2023-10-01,SC Freiburg,FC Augsburg,2,0,H,7.0,13.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,1.73,4.0,4.75,1.73,4.19,4.68
2324,2023-10-01,SV Darmstadt 98,Werder Bremen,4,2,H,14.0,10.0,5.0,7.0,2.0,4.0,3.0,2.0,0.0,0.0,2.8,3.8,2.3,2.82,3.74,2.47
2324,2023-10-06,Borussia Monchengladbach,FSV Mainz 05,2,2,D,20.0,13.0,9.0,7.0,10.0,3.0,3.0,1.0,0.0,0.0,2.05,3.75,3.4,2.08,3.93,3.48
2324,2023-10-07,FC Augsburg,SV Darmstadt 98,1,2,A,17.0,17.0,3.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,1.85,3.75,4.0,1.92,3.9,3.98
2324,2023-10-07,Borussia Dortmund,Union Berlin,4,2,H,12.0,12.0,7.0,6.0,4.0,6.0,1.0,1.0,0.0,0.0,1.57,4.33,5.25,1.61,4.51,5.28
2324,2023-10-07,RB Leipzig,VfL Bochum,0,0,D,18.0,9.0,5.0,2.0,9.0,1.0,2.0,4.0,0.0,0.0,1.25,6.0,11.0,1.25,6.87,10.85
2324,2023-10-07,VfB Stuttgart,VfL Wolfsburg,3,1,H,13.0,12.0,7.0,5.0,5.0,6.0,1.0,3.0,0.0,0.0,2.0,3.5,3.75,2.01,3.8,3.73
2324,2023-10-07,Werder Bremen,TSG Hoffenheim,2,3,A,13.0,11.0,3.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,2.75,3.75,2.4,2.75,3.92,2.44
2324,2023-10-08,Bayern Munich,SC Freiburg,3,0,H,21.0,2.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.14,8.5,17.0,1.16,9.23,14.64
2324,2023-10-08,Bayer Leverkusen,1. FC Koln,3,0,H,21.0,7.0,10.0,3.0,11.0,4.0,3.0,0.0,0.0,0.0,1.33,5.5,8.0,1.34,5.68,9.07
2324,2023-10-08,Eintracht Frankfurt,1. FC Heidenheim,2,0,H,12.0,7.0,6.0,2.0,3.0,6.0,2.0,3.0,0.0,0.0,1.7,4.0,4.75,1.74,4.12,4.7
2324,2023-10-20,Borussia Dortmund,Werder Bremen,1,0,H,22.0,6.0,5.0,1.0,10.0,4.0,1.0,5.0,0.0,0.0,1.29,6.5,8.0,1.3,6.69,8.63
2324,2023-10-21,VfL Wolfsburg,Bayer Leverkusen,1,2,A,18.0,13.0,7.0,6.0,4.0,3.0,3.0,5.0,0.0,0.0,4.33,4.0,1.75,4.52,4.2,1.75
2324,2023-10-21,Union Berlin,VfB Stuttgart,0,3,A,10.0,10.0,2.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,2.5,3.5,2.7,2.56,3.58,2.79
2324,2023-10-21,FSV Mainz 05,Bayern Munich,1,3,A,14.0,12.0,3.0,5.0,2.0,7.0,3.0,2.0,0.0,0.0,9.0,6.0,1.29,9.99,6.69,1.27
2324,2023-10-21,SC Freiburg,VfL Bochum,2,1,H,15.0,13.0,5.0,5.0,5.0,2.0,3.0,4.0,0.0,0.0,1.7,3.75,5.0,1.76,4.02,4.73
2324,2023-10-21,SV Darmstadt 98,RB Leipzig,1,3,A,16.0,10.0,3.0,7.0,6.0,0.0,6.0,3.0,0.0,0.0,6.5,4.75,1.44,6.38,5.09,1.47
2324,2023-10-21,TSG Hoffenheim,Eintracht Frankfurt,1,3,A,14.0,13.0,5.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,2.1,3.5,3.4,2.15,3.72,3.4
2324,2023-10-22,1. FC Heidenheim,FC Augsburg,2,5,A,16.0,9.0,5.0,6.0,6.0,5.0,3.0,2.0,0.0,0.0,2.45,3.5,2.8,2.42,3.69,2.91
2324,2023-10-22,1. FC Koln,Borussia Monchengladbach,3,1,H,21.0,5.0,8.0,2.0,8.0,3.0,0.0,2.0,0.0,1.0,2.4,3.6,2.88,2.37,3.77,2.93
2324,2023-10-27,VfL Bochum,FSV Mainz 05,2,2,D,10.0,10.0,4.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,2.7,3.3,2.55,2.78,3.57,2.57
2324,2023-10-28,FC Augsburg,VfL Wolfsburg,3,2,H,9.0,13.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,0.0,2.9,3.5,2.38,2.91,3.67,2.4
2324,2023-10-28,Bayern Munich,SV Darmstadt 98,8,0,H,28.0,10.0,16.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,1.06,12.0,26.0,1.07,16.22,27.11
2324,2023-10-28,Borussia Monchengladbach,1. FC Heidenheim,2,1,H,11.0,8.0,6.0,3.0,6.0,4.0,0.0,3.0,0.0,0.0,1.8,4.0,4.0,1.8,4.26,4.16
2324,2023-10-28,VfB Stuttgart,TSG Hoffenheim,2,3,A,23.0,7.0,10.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,1.85,4.0,3.8,1.88,4.15,3.82
2324,2023-10-28,Werder Bremen,Union Berlin,2,0,H,9.0,7.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,2.7,3.3,2.6,2.73,3.61,2.6
2324,2023-10-28,RB Leipzig,1. FC Koln,6,0,H,24.0,6.0,13.0,1.0,11.0,1.0,2.0,4.0,0.0,1.0,1.44,4.75,7.0,1.44,5.05,7.18
2324,2023-10-29,Eintracht Frankfurt,Borussia Dortmund,3,3,D,11.0,14.0,7.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,3.4,3.4,2.15,3.31,3.73,2.18
2324,2023-10-29,Bayer Leverkusen,SC Freiburg,2,1,H,19.0,10.0,4.0,4.0,11.0,4.0,0.0,2.0,0.0,0.0,1.29,5.5,11.0,1.29,6.08,10.27
2324,2023-11-03,SV Darmstadt 98,VfL Bochum,1,2,A,15.0,9.0,4.0,4.0,11.0,2.0,2.0,5.0,1.0,0.0,2.3,3.75,2.88,2.41,3.61,2.98
2324,2023-11-04,1. FC Koln,FC Augsburg,1,1,D,28.0,18.0,12.0,3.0,10.0,2.0,1.0,4.0,0.0,0.0,2.3,3.6,2.9,2.32,3.75,2.97
2324,2023-11-04,SC Freiburg,Borussia Monchengladbach,3,3,D,15.0,10.0,8.0,5.0,8.0,2.0,2.0,2.0,0.0,0.0,2.1,3.8,3.2,2.08,4.0,3.31
2324,2023-11-04,TSG Hoffenheim,Bayer Leverkusen,2,3,A,12.0,10.0,7.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,5.0,4.5,1.57,4.92,4.9,1.59
2324,2023-11-04,FSV Mainz 05,RB Leipzig,2,0,H,10.0,10.0,3.0,2.0,2.0,7.0,3.0,1.0,0.0,0.0,5.75,4.2,1.6,5.42,4.56,1.58
2324,2023-11-04,Union Berlin,Eintracht Frankfurt,0,3,A,10.0,4.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,2.55,3.1,2.9,2.57,3.21,3.01
2324,2023-11-04,Borussia Dortmund,Bayern Munich,0,4,A,15.0,14.0,1.0,8.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,4.33,1.75,3.77,4.42,1.84
2324,2023-11-05,1. FC Heidenheim,VfB Stuttgart,2,0,H,19.0,14.0,2.0,2.0,9.0,6.0,2.0,2.0,0.0,0.0,4.5,4.33,1.65,4.59,4.39,1.69
2324,2023-11-05,VfL Wolfsburg,Werder Bremen,2,2,D,15.0,13.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,0.0,1.7,4.33,4.33,1.74,4.29,4.37
2324,2023-11-10,Borussia Monchengladbach,VfL Wolfsburg,4,0,H,16.0,12.0,8.0,4.0,8.0,5.0,1.0,3.0,0.0,0.0,2.3,3.8,2.7,2.41,3.75,2.89
2324,2023-11-11,FC Augsburg,TSG Hoffenheim,1,1,D,11.0,12.0,6.0,6.0,3.0,5.0,1.0,2.0,0.0,0.0,2.63,3.6,2.55,2.62,3.92,2.52
2324,2023-11-11,Bayern Munich,1. FC Heidenheim,4,2,H,18.0,7.0,8.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,1.06,17.0,21.0,1.06,18.13,28.2
2324,2023-11-11,SV Darmstadt 98,FSV Mainz 05,0,0,D,9.0,9.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.1,3.5,2.25,3.04,3.72,2.3
2324,2023-11-11,VfB Stuttgart,Borussia Dortmund,2,1,H,22.0,5.0,10.0,1.0,6.0,1.0,2.0,3.0,0.0,0.0,2.55,3.75,2.55,2.61,3.85,2.56
2324,2023-11-11,VfL Bochum,1. FC Koln,1,1,D,25.0,10.0,9.0,6.0,3.0,3.0,4.0,1.0,0.0,0.0,2.45,3.4,2.88,2.46,3.7,2.81
2324,2023-11-12,RB Leipzig,SC Freiburg,3,1,H,15.0,9.0,6.0,3.0,7.0,3.0,2.0,0.0,0.0,0.0,1.44,5.0,6.5,1.46,4.96,6.59
2324,2023-11-12,Werder Bremen,Eintracht Frankfurt,2,2,D,14.0,14.0,5.0,3.0,3.0,7.0,1.0,3.0,0.0,0.0,3.1,3.4,2.3,3.01,3.6,2.36
2324,2023-11-12,Bayer Leverkusen,Union Berlin,4,0,H,19.0,2.0,10.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,1.29,6.0,9.0,1.29,6.09,10.4
2324,2023-11-24,1. FC Koln,Bayern Munich,0,1,A,6.0,19.0,2.0,5.0,3.0,12.0,0.0,1.0,0.0,0.0,9.0,7.0,1.25,10.64,6.78,1.25
2324,2023-11-25,Borussia Dortmund,Borussia Monchengladbach,4,2,H,20.0,10.0,13.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,1.45,5.5,5.25,1.48,5.38,5.62
2324,2023-11-25,SC Freiburg,SV Darmstadt 98,1,1,D,16.0,7.0,3.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0,1.55,4.33,5.75,1.57,4.42,5.65
2324,2023-11-25,Union Berlin,FC Augsburg,1,1,D,16.0,11.0,6.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,1.95,3.6,3.8,2.01,3.65,3.79
2324,2023-11-25,Werder Bremen,Bayer Leverkusen,0,3,A,2.0,13.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,0.0,6.5,5.0,1.45,6.3,5.25,1.45
2324,2023-11-25,VfL Wolfsburg,RB Leipzig,2,1,H,10.0,26.0,4.0,10.0,1.0,12.0,4.0,2.0,0.0,0.0,3.6,4.0,1.91,3.79,3.97,1.93
2324,2023-11-25,Eintracht Frankfurt,VfB Stuttgart,1,2,A,14.0,11.0,1.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,2.6,3.6,2.6,2.65,3.7,2.6
2324,2023-11-26,1. FC Heidenheim,VfL Bochum,0,0,D,9.0,9.0,3.0,2.0,6.0,5.0,4.0,3.0,0.0,0.0,2.2,3.6,3.1,2.23,3.81,3.09
2324,2023-11-26,TSG Hoffenheim,FSV Mainz 05,1,1,D,15.0,15.0,6.0,6.0,4.0,5.0,4.0,4.0,0.0,0.0,1.85,3.8,3.8,1.85,4.08,4.01
2324,2023-12-01,SV Darmstadt 98,1. FC Koln,0,1,A,11.0,11.0,1.0,6.0,1.0,6.0,1.0,3.0,0.0,0.0,2.63,3.4,2.6,2.66,3.54,2.71
2324,2023-12-02,VfL Bochum,VfL Wolfsburg,3,1,H,19.0,15.0,9.0,6.0,6.0,6.0,6.0,2.0,0.0,0.0,2.63,3.6,2.55,2.67,3.6,2.62
2324,2023-12-02,Borussia Monchengladbach,TSG Hoffenheim,2,1,H,9.0,17.0,3.0,5.0,6.0,3.0,2.0,2.0,0.0,0.0,2.2,4.0,2.88,2.26,4.13,2.87
2324,2023-12-02,RB Leipzig,1. FC Heidenheim,2,1,H,23.0,7.0,8.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,1.25,7.0,9.0,1.24,7.2,10.19
